foodName,proteinAmt,calorieAmt,cost
Herbal Fruit Protein Bar,34,188,0.99
Classic Chili Delight,7,439,0.99
Savory Nut Blend,39,68,0.99
Golden Honey Energy Mix,39,289,0.99
Glazed Pepper Delight,18,313,0.99
Sweet Vanilla Bites,9,268,0.99
Smoked Honey Stew,32,74,0.99
Golden Beef Rice,32,453,0.99
Zesty Chicken Stew,5,93,0.99
Crispy Almond Granola,2,414,0.99
Roasted Nut Strips,23,90,0.99
Classic Herb Bites,15,418,0.99
Wild Honey Slices,12,442,0.99
Sweet Nut Blend,24,372,0.99
Rustic Cocoa Protein Bar,23,216,0.99
Zesty Grain Strips,40,318,0.99
Premium Chili Mix,3,138,0.99
Spicy Beef Crumbles,15,404,0.99
Fusion Peanut Crackers,6,563,0.99
Fresh Fruit Soup,5,478,0.99
Rustic Chicken Pasta,17,508,0.99
Classic Tomato Medley,20,67,0.99
Fusion Herb Soup,14,62,0.99
Spicy Berry Protein Bar,9,591,0.99
Roasted Cocoa Nuggets,5,573,0.99
Tangy Tomato Crumbles,15,497,0.99
Golden Veggie Delight,20,330,0.99
Hearty Chicken Slices,33,488,0.99
Smoked Vanilla Protein Bar,10,286,0.99
Sweet Nut Bites,8,430,0.99
Golden Herb Soup,23,278,0.99
Crispy Grain Soup,26,152,0.99
Spicy Peanut Energy Mix,20,595,0.99
Rustic Garden Energy Mix,2,314,0.99
Herbal Berry Chunks,9,207,0.99
Smoked Beef Mix,24,513,0.99
Wild Berry Mix,36,551,0.99
Premium Maple Slices,25,486,0.99
Classic Peanut Crunch,37,254,0.99
Golden Chicken Mix,31,207,0.99
Hearty Pepper Rice,33,238,0.99
Crispy Peanut Energy Mix,27,291,0.99
Classic Peanut Bites,12,381,0.99
Rustic Herb Crackers,28,88,0.99
Sweet Berry Pasta,15,453,0.99
Crispy Nut Nuggets,6,577,0.99
Herbal Tomato Wafers,34,399,0.99
Golden Vanilla Crumbles,14,253,0.99
Sweet Cocoa Chunks,27,420,0.99
Spicy Peanut Rice,30,237,0.99
Golden Nut Granola,30,344,0.99
Tangy Chicken Rice,33,271,0.99
Classic Veggie Crunch,20,580,0.99
Rustic Maple Crackers,25,466,0.99
Organic Beef Nuggets,13,248,0.99
Wild Pepper Energy Mix,30,393,0.99
Wholesome Fruit Delight,1,384,0.99
Wholesome Vanilla Crunch,5,144,0.99
Classic Fruit Stew,21,472,0.99
Tangy Fruit Crackers,17,361,0.99
Crispy Herb Granola,3,579,0.99
Sweet Cocoa Strips,20,418,0.99
Spicy Vanilla Mix,6,333,0.99
Premium Berry Protein Bar,16,159,0.99
Fusion Garden Pasta,19,111,0.99
Hearty Maple Stew,32,443,0.99
Glazed Grain Energy Mix,13,117,0.99
Organic Garden Bites,6,233,0.99
Fusion Pepper Slices,26,407,0.99
Spicy Tomato Rice,6,501,0.99
Hearty Chicken Delight,36,125,0.99
Spicy Chicken Stew,18,414,0.99
Fresh Protein Protein Bar,5,252,0.99
Roasted Beef Bites,18,415,0.99
Fresh Veggie Energy Mix,39,529,0.99
Zesty Chicken Stew,37,209,0.99
Crispy Garden Crumbles,14,442,0.99
Fresh Fruit Bites,13,233,0.99
Sweet Cocoa Delight,13,442,0.99
Tangy Chili Crackers,5,259,0.99
Herbal Peanut Wafers,21,538,0.99
Herbal Pepper Pasta,25,319,0.99
Smoked Tomato Energy Mix,16,395,0.99
Wholesome Veggie Crackers,40,163,0.99
Herbal Chili Nuggets,6,356,0.99
Crispy Beef Chunks,21,51,0.99
Zesty Veggie Energy Mix,8,311,0.99
Rustic Grain Strips,3,454,0.99
Roasted Veggie Stew,7,521,0.99
Smoked Tomato Nuggets,37,317,0.99
Fusion Grain Wafers,11,260,0.99
Rustic Cocoa Bites,15,255,0.99
Tangy Herb Rice,22,334,0.99
Classic Herb Medley,25,450,0.99
Glazed Chili Granola,40,142,0.99
Roasted Almond Strips,21,581,0.99
Spicy Pepper Stew,7,204,0.99
Smoked Almond Medley,1,189,0.99
Glazed Oat Rice,8,289,0.99
Roasted Herb Blend,11,399,0.99
Premium Maple Chunks,28,110,0.99
Herbal Garden Granola,22,432,0.99
Hearty Cocoa Chunks,24,373,0.99
Zesty Tomato Protein Bar,10,183,0.99
Sweet Vanilla Crumbles,17,530,0.99
Premium Chili Energy Mix,35,185,0.99
Hearty Vanilla Medley,28,307,0.99
Rustic Cocoa Nuggets,1,403,0.99
Rustic Peanut Chunks,11,352,0.99
Smoked Almond Granola,21,517,0.99
Savory Cocoa Protein Bar,22,324,0.99
Golden Nut Bites,36,326,0.99
Glazed Garden Nuggets,36,522,0.99
Fusion Peanut Rice,30,416,0.99
Premium Veggie Strips,31,589,0.99
Herbal Almond Rice,37,425,0.99
Glazed Maple Nuggets,12,171,0.99
Hearty Honey Medley,6,440,0.99
Zesty Vanilla Energy Mix,21,230,0.99
Spicy Veggie Strips,35,504,0.99
Hearty Tomato Medley,19,137,0.99
Fusion Berry Nuggets,19,97,0.99
Golden Berry Crackers,12,558,0.99
Sweet Protein Pasta,19,350,0.99
Spicy Protein Soup,25,588,0.99
Fusion Protein Protein Bar,27,331,0.99
Glazed Honey Wafers,37,173,0.99
Sweet Peanut Slices,31,218,0.99
Wild Beef Bites,14,235,0.99
Hearty Cocoa Crumbles,18,397,0.99
Savory Tomato Blend,9,138,0.99
Rustic Grain Wafers,23,227,0.99
Zesty Vanilla Wafers,14,318,0.99
Smoked Garden Stew,30,355,0.99
Premium Herb Crackers,28,419,0.99
Tangy Chicken Strips,9,326,0.99
Wholesome Beef Pasta,32,461,0.99
Fresh Garden Bites,38,310,0.99
Herbal Cocoa Granola,30,234,0.99
Golden Grain Nuggets,5,115,0.99
Rustic Vanilla Strips,10,155,0.99
Zesty Peanut Crackers,26,266,0.99
Classic Grain Blend,4,550,0.99
Wild Chicken Blend,36,286,0.99
Herbal Pepper Mix,23,560,0.99
Fresh Peanut Energy Mix,7,164,0.99
Rustic Beef Strips,35,274,0.99
Rustic Almond Slices,21,60,0.99
Zesty Herb Bites,2,307,0.99
Smoked Almond Soup,7,53,0.99
Hearty Tomato Granola,20,451,0.99
Crispy Nut Crunch,20,103,0.99
Organic Maple Crunch,32,404,0.99
Spicy Honey Protein Bar,3,212,0.99
Spicy Garden Wafers,24,53,0.99
Zesty Cocoa Energy Mix,27,228,0.99
Savory Maple Strips,35,382,0.99
Rustic Tomato Stew,24,526,0.99
Crispy Peanut Granola,15,100,0.99
Sweet Fruit Crunch,29,220,0.99
Hearty Veggie Pasta,29,581,0.99
Roasted Peanut Strips,5,373,0.99
Classic Pepper Soup,16,528,0.99
Spicy Chicken Energy Mix,36,450,0.99
Savory Garden Medley,35,433,0.99
Zesty Cocoa Protein Bar,13,347,0.99
Organic Berry Medley,24,216,0.99
Classic Nut Nuggets,22,539,0.99
Savory Veggie Strips,23,222,0.99
Fusion Beef Nuggets,34,445,0.99
Herbal Oat Soup,16,70,0.99
Crispy Pepper Bites,7,361,0.99
Wholesome Beef Protein Bar,21,211,0.99
Premium Berry Stew,8,82,0.99
Organic Nut Bites,10,499,0.99
Glazed Peanut Crumbles,9,555,0.99
Golden Chili Energy Mix,11,526,0.99
Classic Herb Mix,33,569,0.99
Classic Maple Wafers,22,153,0.99
Fresh Nut Bites,29,434,0.99
Spicy Protein Rice,21,597,0.99
Glazed Chili Pasta,5,244,0.99
Rustic Garden Bites,36,165,0.99
Herbal Tomato Granola,27,474,0.99
Golden Beef Energy Mix,36,584,0.99
Organic Maple Delight,3,125,0.99
Tangy Chicken Crunch,1,317,0.99
Organic Veggie Crackers,1,178,0.99
Herbal Beef Slices,27,166,0.99
Savory Herb Crumbles,33,474,0.99
Herbal Chili Protein Bar,26,499,0.99
Zesty Maple Bites,19,360,0.99
Spicy Chili Delight,37,257,0.99
Sweet Maple Protein Bar,31,364,0.99
Fresh Chicken Stew,4,252,0.99
Spicy Protein Blend,34,395,0.99
Sweet Garden Stew,5,415,0.99
Roasted Tomato Medley,32,87,0.99
Fusion Pepper Bites,36,422,0.99
Fresh Fruit Protein Bar,20,517,0.99
Roasted Fruit Crumbles,20,490,0.99
Sweet Vanilla Energy Mix,30,298,0.99
Tangy Nut Crackers,9,243,0.99
Wholesome Cocoa Granola,10,323,0.99
Smoked Honey Slices,36,483,0.99
Wholesome Maple Soup,14,203,0.99
Classic Chili Bites,4,198,0.99
Rustic Herb Wafers,40,543,0.99
Tangy Fruit Mix,13,221,0.99
Wild Fruit Stew,29,448,0.99
Tangy Fruit Soup,27,153,0.99
Premium Peanut Crunch,19,525,0.99
Fusion Tomato Rice,25,485,0.99
Fresh Herb Mix,1,61,0.99
Crispy Maple Pasta,18,516,0.99
Premium Almond Mix,19,317,0.99
Classic Vanilla Stew,28,490,0.99
Fusion Honey Mix,36,73,0.99
Crispy Chili Nuggets,35,350,0.99
Herbal Berry Soup,3,56,0.99
Savory Pepper Wafers,21,444,0.99
Organic Beef Strips,3,127,0.99
Crispy Herb Granola,34,254,0.99
Sweet Beef Rice,4,297,0.99
Hearty Grain Rice,5,219,0.99
Wild Beef Slices,27,547,0.99
Rustic Almond Protein Bar,13,447,0.99
Roasted Tomato Chunks,3,400,0.99
Smoked Tomato Strips,22,445,0.99
Golden Maple Energy Mix,31,254,0.99
Fusion Vanilla Soup,7,340,0.99
Wholesome Nut Medley,1,478,0.99
Fusion Maple Slices,12,74,0.99
Fusion Beef Energy Mix,25,437,0.99
Hearty Cocoa Nuggets,22,89,0.99
Golden Cocoa Delight,10,314,0.99
Crispy Honey Nuggets,20,95,0.99
Fresh Nut Nuggets,29,267,0.99
Roasted Garden Delight,1,529,0.99
Wholesome Chili Crumbles,2,178,0.99
Smoked Garden Crumbles,22,240,0.99
Roasted Beef Granola,34,106,0.99
Herbal Garden Nuggets,22,60,0.99
Organic Beef Mix,36,215,0.99
Hearty Vanilla Stew,17,252,0.99
Fusion Chicken Soup,20,341,0.99
Smoked Beef Pasta,18,92,0.99
Tangy Chicken Protein Bar,30,144,0.99
Premium Grain Crackers,4,400,0.99
Herbal Oat Granola,35,508,0.99
Glazed Grain Soup,30,345,0.99
Premium Pepper Wafers,24,428,0.99
Smoked Garden Bites,19,511,0.99
Rustic Fruit Delight,24,417,0.99
Fusion Chicken Strips,6,515,0.99
Spicy Herb Energy Mix,23,166,0.99
Rustic Tomato Stew,13,476,0.99
Golden Tomato Mix,24,553,0.99
Hearty Chicken Rice,19,150,0.99
Hearty Fruit Chunks,36,124,0.99
Premium Herb Protein Bar,19,568,0.99
Glazed Chili Delight,34,303,0.99
Golden Chicken Crackers,35,298,0.99
Wild Honey Nuggets,39,344,0.99
Zesty Chicken Nuggets,24,449,0.99
Fusion Cocoa Slices,31,511,0.99
Savory Cocoa Mix,25,532,0.99
Crispy Grain Stew,29,233,0.99
Classic Maple Wafers,24,284,0.99
Herbal Vanilla Nuggets,34,107,0.99
Zesty Nut Energy Mix,30,360,0.99
Roasted Cocoa Slices,16,290,0.99
Crispy Vanilla Crunch,32,229,0.99
Fusion Chili Protein Bar,20,206,0.99
Classic Fruit Medley,11,216,0.99
Golden Vanilla Rice,18,379,0.99
Wild Beef Chunks,9,163,0.99
Wild Fruit Granola,15,496,0.99
Wild Oat Crackers,8,135,0.99
Savory Beef Slices,28,591,0.99
Zesty Chicken Mix,19,299,0.99
Glazed Vanilla Wafers,13,213,0.99
Sweet Chicken Delight,20,261,0.99
Roasted Chicken Granola,25,223,0.99
Savory Vanilla Medley,34,288,0.99
Classic Berry Stew,31,361,0.99
Wholesome Honey Wafers,5,277,0.99
Premium Chicken Delight,2,154,0.99
Roasted Oat Wafers,5,312,0.99
Fresh Chili Pasta,4,479,0.99
Hearty Oat Granola,24,316,0.99
Wholesome Oat Slices,28,536,0.99
Savory Grain Granola,11,301,0.99
Zesty Chili Granola,12,555,0.99
Spicy Chicken Mix,7,246,0.99
Classic Fruit Crunch,3,200,0.99
Smoked Tomato Crackers,11,108,0.99
Classic Nut Medley,10,243,0.99
Tangy Chili Energy Mix,26,406,0.99
Golden Protein Crumbles,20,96,0.99
Wild Grain Bites,40,351,0.99
Hearty Garden Strips,17,273,0.99
Classic Herb Stew,3,334,0.99
Sweet Beef Mix,17,455,0.99
Fusion Chicken Strips,37,279,0.99
Tangy Fruit Pasta,38,454,0.99
Glazed Pepper Nuggets,2,69,0.99
Fresh Maple Mix,36,467,0.99
Savory Tomato Nuggets,16,441,0.99
Zesty Pepper Strips,34,275,0.99
Premium Honey Protein Bar,22,79,0.99
Zesty Beef Blend,19,171,0.99
Wholesome Almond Medley,17,186,0.99
Wild Peanut Granola,40,91,0.99
Roasted Pepper Wafers,30,114,0.99
Spicy Cocoa Blend,11,576,0.99
Premium Grain Wafers,38,388,0.99
Golden Honey Protein Bar,1,428,0.99
Savory Veggie Slices,23,220,0.99
Wholesome Oat Soup,33,159,0.99
Crispy Tomato Slices,31,91,0.99
Fresh Honey Chunks,10,416,0.99
Wild Fruit Pasta,30,516,0.99
Spicy Beef Energy Mix,27,486,0.99
Roasted Maple Blend,34,453,0.99
Roasted Garden Delight,36,427,0.99
Wholesome Maple Bites,17,134,0.99
Golden Tomato Chunks,13,376,0.99
Sweet Protein Blend,19,257,0.99
Tangy Almond Crumbles,8,243,0.99
Hearty Vanilla Crunch,30,295,0.99
Spicy Beef Slices,17,429,0.99
Rustic Tomato Chunks,29,441,0.99
Classic Grain Crumbles,24,526,0.99
Tangy Beef Mix,39,230,0.99
Spicy Beef Protein Bar,31,443,0.99
Herbal Berry Stew,38,88,0.99
Classic Herb Crackers,30,95,0.99
Classic Vanilla Slices,28,589,0.99
Zesty Maple Pasta,9,587,0.99
Herbal Pepper Nuggets,32,552,0.99
Fusion Maple Stew,29,407,0.99
Sweet Peanut Pasta,33,322,0.99
Rustic Chicken Granola,38,61,0.99
Golden Beef Bites,32,113,0.99
Premium Vanilla Bites,4,527,0.99
Rustic Pepper Delight,22,249,0.99
Organic Pepper Pasta,9,144,0.99
Crispy Honey Chunks,24,104,0.99
Classic Garden Crumbles,25,552,0.99
Tangy Vanilla Soup,18,569,0.99
Herbal Berry Granola,4,86,0.99
Premium Berry Protein Bar,26,238,0.99
Tangy Nut Protein Bar,36,151,0.99
Glazed Protein Bites,23,554,0.99
Savory Peanut Bites,24,159,0.99
Organic Berry Strips,36,475,0.99
Herbal Garden Granola,35,202,0.99
Roasted Beef Pasta,12,313,0.99
Premium Beef Crackers,11,340,0.99
Wild Chicken Crunch,32,389,0.99
Fresh Protein Medley,27,238,0.99
Roasted Cocoa Bites,6,81,0.99
Glazed Cocoa Wafers,25,125,0.99
Smoked Cocoa Protein Bar,6,574,0.99
Roasted Honey Pasta,28,149,0.99
Herbal Maple Rice,32,166,0.99
Zesty Cocoa Bites,38,496,0.99
Roasted Vanilla Rice,29,346,0.99
Hearty Pepper Medley,17,380,0.99
Fusion Peanut Pasta,39,148,0.99
Rustic Grain Chunks,34,362,0.99
Premium Tomato Soup,14,386,0.99
Fusion Honey Protein Bar,38,375,0.99
Spicy Grain Nuggets,3,335,0.99
Savory Garden Strips,5,589,0.99
Herbal Protein Crackers,28,447,0.99
Glazed Pepper Bites,12,549,0.99
Wholesome Cocoa Wafers,31,76,0.99
Organic Peanut Slices,29,519,0.99
Spicy Herb Strips,18,500,0.99
Fresh Maple Pasta,23,438,0.99
Smoked Chili Wafers,1,56,0.99
Glazed Chicken Granola,36,577,0.99
Crispy Peanut Granola,5,314,0.99
Classic Oat Pasta,25,286,0.99
Fusion Protein Pasta,36,191,0.99
Fresh Maple Mix,32,171,0.99
Savory Beef Chunks,21,417,0.99
Herbal Tomato Pasta,4,273,0.99
Fresh Chicken Stew,25,487,0.99
Fusion Tomato Mix,27,264,0.99
Hearty Herb Chunks,6,411,0.99
Golden Peanut Blend,33,236,0.99
Zesty Beef Chunks,31,486,0.99
Roasted Oat Soup,11,391,0.99
Savory Beef Medley,30,218,0.99
Premium Vanilla Soup,22,547,0.99
Fresh Chili Stew,30,441,0.99
Wholesome Peanut Crunch,8,281,0.99
Premium Cocoa Bites,4,382,0.99
Herbal Tomato Bites,26,556,0.99
Crispy Honey Bites,36,195,0.99
Wild Cocoa Granola,10,173,0.99
Tangy Pepper Nuggets,4,191,0.99
Crispy Berry Medley,18,266,0.99
Premium Honey Pasta,31,503,0.99
Fresh Nut Blend,34,185,0.99
Wild Cocoa Crunch,7,83,0.99
Savory Veggie Medley,32,540,0.99
Savory Cocoa Crumbles,19,67,0.99
Spicy Nut Strips,2,588,0.99
Crispy Tomato Rice,22,459,0.99
Fresh Peanut Protein Bar,10,132,0.99
Wholesome Vanilla Bites,22,178,0.99
Wild Herb Pasta,30,213,0.99
Golden Fruit Crumbles,37,432,0.99
Tangy Peanut Crunch,29,382,0.99
Tangy Grain Mix,10,556,0.99
Wholesome Garden Delight,3,275,0.99
Wholesome Almond Strips,25,526,0.99
Golden Vanilla Soup,31,247,0.99
Glazed Peanut Medley,28,504,0.99
Sweet Protein Crunch,14,538,0.99
Smoked Grain Energy Mix,7,551,0.99
Sweet Nut Pasta,3,147,0.99
Wholesome Protein Pasta,30,418,0.99
Wild Garden Delight,11,285,0.99
Savory Cocoa Rice,38,248,0.99
Golden Oat Wafers,14,62,0.99
Fresh Almond Protein Bar,35,132,0.99
Wholesome Cocoa Pasta,25,56,0.99
Glazed Chili Granola,11,508,0.99
Sweet Veggie Medley,26,53,0.99
Rustic Beef Chunks,16,111,0.99
Premium Vanilla Crumbles,1,415,0.99
Wild Protein Nuggets,20,359,0.99
Savory Chicken Crackers,29,220,0.99
Fresh Fruit Slices,21,301,0.99
Smoked Tomato Soup,24,221,0.99
Premium Maple Rice,32,260,0.99
Organic Chicken Energy Mix,38,205,0.99
Fusion Maple Wafers,17,387,0.99
Roasted Garden Bites,6,155,0.99
Rustic Veggie Stew,9,318,0.99
Fresh Chicken Mix,39,230,0.99
Rustic Beef Nuggets,38,529,0.99
Golden Protein Rice,25,500,0.99
Organic Chili Granola,20,484,0.99
Herbal Nut Nuggets,1,372,0.99
Tangy Protein Wafers,40,88,0.99
Savory Chili Wafers,36,383,0.99
Fusion Peanut Crumbles,33,535,0.99
Sweet Fruit Strips,5,538,0.99
Crispy Protein Mix,31,440,0.99
Spicy Peanut Crackers,17,162,0.99
Wholesome Beef Stew,32,187,0.99
Roasted Nut Wafers,8,179,0.99
Premium Chicken Crumbles,3,298,0.99
Rustic Chicken Energy Mix,8,379,0.99
Sweet Beef Granola,2,197,0.99
Crispy Cocoa Nuggets,7,92,0.99
Wild Maple Bites,37,334,0.99
Organic Pepper Rice,40,437,0.99
Tangy Garden Mix,38,377,0.99
Rustic Pepper Chunks,23,201,0.99
Crispy Oat Strips,39,133,0.99
Wholesome Cocoa Chunks,6,63,0.99
Spicy Honey Blend,19,222,0.99
Savory Nut Wafers,24,200,0.99
Tangy Almond Rice,29,115,0.99
Fresh Oat Stew,16,111,0.99
Golden Pepper Crumbles,14,405,0.99
Herbal Tomato Nuggets,21,103,0.99
Classic Almond Rice,28,61,0.99
Savory Tomato Bites,2,127,0.99
Golden Vanilla Wafers,19,98,0.99
Premium Chicken Crackers,3,71,0.99
Savory Pepper Crumbles,36,600,0.99
Golden Veggie Protein Bar,36,458,0.99
Zesty Maple Blend,19,137,0.99
Wholesome Veggie Rice,26,301,0.99
Wild Cocoa Granola,17,516,0.99
Zesty Almond Crumbles,19,105,0.99
Tangy Pepper Bites,25,393,0.99
Rustic Chicken Delight,6,471,0.99
Smoked Berry Delight,2,190,0.99
Spicy Herb Crumbles,34,577,0.99
Tangy Chili Protein Bar,17,63,0.99
Roasted Peanut Bites,27,65,0.99
Roasted Beef Crackers,16,165,0.99
Glazed Vanilla Stew,7,571,0.99
Hearty Chicken Blend,9,241,0.99
Herbal Protein Granola,9,248,0.99
Zesty Beef Crackers,5,473,0.99
Spicy Pepper Wafers,40,396,0.99
Rustic Fruit Chunks,6,290,0.99
Premium Peanut Blend,9,213,0.99
Sweet Tomato Wafers,1,311,0.99
Zesty Protein Medley,1,404,0.99
Smoked Beef Bites,18,229,0.99
Rustic Veggie Crunch,21,376,0.99
Sweet Vanilla Mix,9,324,0.99
Smoked Chicken Crunch,38,168,0.99
Hearty Berry Energy Mix,4,81,0.99
Glazed Pepper Bites,35,373,0.99
Tangy Chicken Delight,14,350,0.99
Fusion Berry Wafers,24,581,0.99
Smoked Nut Chunks,35,203,0.99
Smoked Tomato Wafers,35,164,0.99
Golden Vanilla Mix,31,126,0.99
Smoked Oat Rice,32,436,0.99
Golden Peanut Bites,17,192,0.99
Wholesome Herb Medley,34,424,0.99
Rustic Garden Chunks,13,600,0.99
Wholesome Pepper Delight,21,259,0.99
Fresh Maple Pasta,38,50,0.99
Smoked Peanut Nuggets,38,540,0.99
Premium Chili Chunks,29,594,0.99
Sweet Herb Mix,25,450,0.99
Crispy Herb Nuggets,32,142,0.99
Organic Cocoa Crunch,11,395,0.99
Tangy Pepper Wafers,32,440,0.99
Fusion Oat Soup,23,376,0.99
Fusion Tomato Protein Bar,21,336,0.99
Spicy Herb Energy Mix,16,119,0.99
Roasted Chili Stew,9,175,0.99
Savory Chicken Nuggets,35,156,0.99
Wholesome Grain Crackers,37,267,0.99
Tangy Peanut Chunks,2,82,0.99
Glazed Pepper Crunch,31,483,0.99
Wild Herb Blend,39,148,0.99
Premium Maple Soup,40,232,0.99
Fresh Oat Crumbles,4,403,0.99
Golden Veggie Nuggets,8,388,0.99
Roasted Pepper Granola,11,411,0.99
Savory Oat Soup,4,210,0.99
Wild Veggie Crumbles,27,249,0.99
Savory Vanilla Crumbles,27,91,0.99
Fusion Cocoa Slices,22,557,0.99
Organic Oat Granola,20,101,0.99
Premium Chicken Protein Bar,19,299,0.99
Fusion Veggie Blend,18,443,0.99
Glazed Veggie Stew,26,244,0.99
Wild Almond Delight,18,575,0.99
Herbal Grain Strips,27,93,0.99
Roasted Grain Soup,13,491,0.99
Fusion Oat Rice,6,422,0.99
Tangy Fruit Stew,39,433,0.99
Hearty Vanilla Pasta,2,313,0.99
Glazed Protein Energy Mix,12,339,0.99
Sweet Chili Wafers,29,151,0.99
Spicy Berry Energy Mix,7,169,0.99
Roasted Veggie Delight,25,397,0.99
Hearty Herb Delight,21,270,0.99
Crispy Vanilla Rice,26,104,0.99
Zesty Garden Chunks,1,144,0.99
Savory Pepper Blend,34,335,0.99
Glazed Oat Soup,13,569,0.99
Hearty Peanut Strips,20,440,0.99
Crispy Almond Chunks,12,551,0.99
Roasted Grain Wafers,27,347,0.99
Rustic Cocoa Mix,28,253,0.99
Roasted Cocoa Energy Mix,34,600,0.99
Smoked Maple Granola,26,382,0.99
Tangy Beef Crunch,21,442,0.99
Sweet Fruit Protein Bar,37,496,0.99
Smoked Herb Crunch,25,78,0.99
Fusion Fruit Stew,10,89,0.99
Wholesome Grain Crumbles,32,64,0.99
Classic Maple Nuggets,30,143,0.99
Roasted Berry Bites,2,165,0.99
Wild Tomato Wafers,24,74,0.99
Sweet Maple Nuggets,2,134,0.99
Golden Maple Crackers,31,306,0.99
Spicy Protein Rice,6,152,0.99
Fusion Protein Wafers,38,113,0.99
Organic Honey Mix,35,505,0.99
Spicy Vanilla Slices,4,318,0.99
Wild Chicken Crackers,19,557,0.99
Fusion Berry Chunks,21,263,0.99
Wholesome Garden Protein Bar,4,532,0.99
Classic Maple Rice,29,219,0.99
Fresh Garden Protein Bar,25,562,0.99
Herbal Tomato Soup,31,495,0.99
Organic Oat Energy Mix,14,578,0.99
Crispy Veggie Granola,11,578,0.99
Premium Pepper Wafers,12,261,0.99
Classic Peanut Medley,4,209,0.99
Wholesome Cocoa Chunks,29,179,0.99
Hearty Honey Rice,28,588,0.99
Organic Maple Mix,39,432,0.99
Glazed Beef Chunks,2,190,0.99
Hearty Vanilla Mix,26,538,0.99
Premium Maple Rice,38,479,0.99
Tangy Nut Nuggets,36,109,0.99
Rustic Pepper Crumbles,8,551,0.99
Savory Chicken Crumbles,4,104,0.99
Wholesome Cocoa Strips,25,232,0.99
Wild Honey Stew,10,552,0.99
Organic Herb Crunch,14,254,0.99
Smoked Grain Mix,10,490,0.99
Crispy Chili Crunch,25,241,0.99
Organic Veggie Pasta,21,303,0.99
Organic Beef Protein Bar,40,303,0.99
Smoked Protein Protein Bar,33,597,0.99
Golden Tomato Nuggets,17,55,0.99
Classic Fruit Granola,32,190,0.99
Sweet Chicken Chunks,8,589,0.99
Premium Pepper Chunks,2,340,0.99
Golden Berry Bites,13,549,0.99
Classic Protein Crumbles,39,300,0.99
Sweet Grain Pasta,19,157,0.99
Fusion Fruit Granola,16,279,0.99
Wholesome Peanut Energy Mix,9,242,0.99
Fusion Oat Pasta,5,335,0.99
Sweet Garden Energy Mix,9,159,0.99
Wild Garden Energy Mix,2,238,0.99
Roasted Chili Bites,26,234,0.99
Premium Grain Nuggets,36,524,0.99
Rustic Honey Mix,35,62,0.99
Fresh Herb Mix,30,491,0.99
Herbal Honey Wafers,30,55,0.99
Premium Chicken Blend,34,135,0.99
Sweet Grain Wafers,29,91,0.99
Organic Fruit Mix,27,167,0.99
Fresh Tomato Chunks,32,497,0.99
Hearty Grain Blend,10,303,0.99
Organic Berry Soup,15,497,0.99
Spicy Berry Stew,21,276,0.99
Premium Vanilla Crackers,25,138,0.99
Savory Garden Energy Mix,17,359,0.99
Premium Honey Chunks,16,230,0.99
Tangy Tomato Chunks,13,113,0.99
Smoked Garden Pasta,4,200,0.99
Fresh Berry Granola,36,58,0.99
Sweet Herb Rice,35,111,0.99
Crispy Veggie Crackers,14,528,0.99
Wild Grain Crumbles,6,416,0.99
Hearty Herb Pasta,22,528,0.99
Wild Oat Stew,22,194,0.99
Fusion Beef Energy Mix,29,75,0.99
Classic Oat Crunch,18,487,0.99
Organic Berry Protein Bar,29,175,0.99
Spicy Honey Bites,8,162,0.99
Tangy Oat Bites,32,370,0.99
Savory Protein Energy Mix,1,529,0.99
Herbal Chicken Crunch,33,493,0.99
Organic Peanut Nuggets,18,233,0.99
Organic Grain Slices,10,582,0.99
Hearty Beef Bites,27,227,0.99
Wholesome Garden Rice,33,466,0.99
Premium Garden Slices,26,262,0.99
Hearty Herb Medley,18,167,0.99
Fusion Berry Stew,38,373,0.99
Glazed Honey Delight,5,385,0.99
